,E_grad,Ewe/V,I_grad,i/mAcm^-2_geom,time_stamp
0,-1.7687582078378174e-08,0.4297228034500004,-0.000145086016476268,-0.2534903470141919,1.297399988834513
1,-8.74734062111806e-09,0.2997161895826372,6.92560873391633e-05,-0.32692914985667354,603.138584785047
2,-1.9913469041735006e-08,0.3495705439166674,-0.0002990663958117527,-0.2740389208801169,1201.343169673128
3,-9.257470837946623e-08,0.399558282466666,2.3698506216342393e-05,-0.24319684735864822,1801.297954516995
4,-6.714951905613567e-08,0.449403167050001,-0.0003577794000795067,-0.26615931790257713,2401.298139359715
5,-2.565985275894844e-08,0.4995788809833326,-0.0001751353698125543,-0.23055432370748496,3001.298324202435
6,4.20143513427161e-08,0.5494770189833321,-0.0002828920325542807,-0.21885117168310578,3601.298509045155
7,9.724851075657585e-08,0.5995072687666656,-0.0005942472843377178,-0.09207512261175485,4201.298695273086
8,-1.9792876524259648e-08,0.6496536525500024,-0.0003974199657372303,-0.03556105952732742,4801.3368880083
9,6.260033833276927e-09,0.6995376126500008,-0.0006389386315175305,0.20540505603429784,5401.378280743491
10,8.005146277887925e-08,0.7495484825333315,-0.0007239989339398026,0.48345867578283264,6001.299273480123
11,-6.640017913772441e-08,0.799451185666667,-0.0005028368385443901,0.6129638356283454,6601.299466215816
12,9.47072428334787e-08,0.7495608922833312,1.4426887782678847e-05,0.37310298401511494,7201.299658951495
13,-5.28849880985685e-08,0.6995387268000006,0.0001240389576778387,0.21131077106917573,7801.299851687174
14,-4.0422446662857775e-08,0.6496154957333353,0.00034873756334497457,-0.012722401378960652,8401.300044422867
15,2.7582841397431378e-08,0.5994861052333315,0.0003787269750590325,-0.1482067593608292,9001.300237158546
16,-3.0985437279127386e-08,0.5495135820499986,0.0003609131419767876,-0.2809928215560137,9601.30042989424
17,-5.164536741794649e-08,0.4996068861999998,0.0004084501249208451,-0.3661730512467631,10201.30062262992
18,2.2864262229365016e-09,0.44940491678333416,0.0007006410887908477,-0.3529296680494694,10801.42701536408
19,-2.8672135931533474e-08,0.3995219714333324,0.00010363202659476927,-0.3438543690128196,11401.42000809984
20,1.8109872586094244e-08,0.34953051073333424,0.0005621900651600207,-0.3500237421296079,12001.43220083538
21,-2.858824208387956e-08,0.2996527538,0.0006801131879179759,-0.27231296704784547,12601.48979357036
22,8.013937044847032e-09,0.4296612892988317,-0.0001775340738488654,-0.2685818057407434,13202.77978629043
