,E_grad,Ewe/V,I_grad,i/mAcm^-2_geom,time_stamp
0,1.317690285531403e-07,0.13105645790000012,0.0004221874132294761,0.04775710412072716,3.587600097598624
1,8.161231010832743e-08,0.2997422498330548,-0.00022107046840400633,0.3208999251671176,604.5875849150616
2,6.522944458746765e-08,0.34963385621666676,-0.00010612467451962763,0.31497040814463145,1203.587969783039
3,4.92773495674859e-09,0.39972973653333294,-0.0003649575725817714,0.4392786292397289,1803.588154625759
4,-7.275508253540075e-08,0.44976940016666667,2.643739777489922e-05,0.437277640539765,2403.588339468479
5,-3.15277384214721e-08,0.4996868837833327,9.659561031435883e-05,0.48014320239116454,3003.588524311199
6,2.338637916815607e-07,0.5497183953666664,-0.00014795287964916858,0.4292393116932674,3603.588709153919
7,5.731642407200548e-08,0.5998503697666664,-0.0002867863503216352,0.47587843894493254,4203.588895411973
8,5.802283056286241e-08,0.6496155460333335,0.00016469162203270108,0.5097767967896868,4803.589088147652
9,-1.809144122151726e-08,0.6995507947666673,4.672156500509452e-06,0.6079385257285203,5403.589280883345
10,-5.648421543962616e-08,0.7496614486811358,5.799129668992026e-05,0.8380027257932362,6004.589273606922
11,-1.1480690565640971e-07,0.7996660474958265,1.5730658654945272e-05,0.9385771399864052,6604.589466342601
12,-9.592874608277298e-08,0.7496202139333328,0.00014290665412644595,0.8641485839085546,7203.589859090382
13,1.1466401080093042e-07,0.6995331732999999,-0.00010094910065488747,0.6549390947739337,7803.590051826061
14,-7.299665920918113e-08,0.6496071934833327,-1.369293189196903e-05,0.5179668101316997,8403.590244561725
15,-7.743242152307042e-08,0.5998379258999996,3.360347798371884e-05,0.44891224162739407,9003.590437297418
16,-1.359196741805589e-07,0.549711536516667,0.00023439020855804037,0.4435360614939197,9603.590630033097
17,2.713834201274165e-07,0.4996826900999999,-0.00039319794529245604,0.41289562241068417,10203.59082276878
18,1.0242212218798121e-07,0.4497500989666663,-0.0004548834949522336,0.4466251665555803,10803.59101550445
19,-7.302811883575128e-09,0.39969889335,8.006575621141915e-06,0.3648794950574933,11403.59120824013
20,-1.3393167025971444e-07,0.3496210113666666,-0.00014424346393591912,0.43304439478699447,12003.59140097583
21,1.6810578921777025e-07,0.29972357010000017,0.00026128155974666816,0.3143331798099327,12603.59159371151
22,2.3829485432544022e-08,0.13103371784641069,2.7249069401480818e-05,0.05068130353440111,13204.59158643508
