,E_grad,Ewe/V,I_grad,i/mAcm^-2_geom,time_stamp
0,-1.7390339109146112e-07,0.5867963881166663,5.2161213721579535e-05,-0.13030288078840008,3.338600085771759
1,6.015335328964853e-08,0.29965769836393996,7.087570156773937e-05,-0.241279034436203,604.3385849032347
2,-1.3376933490292167e-07,0.34948140635000025,-2.9548294360742777e-05,-0.22335351191618913,1203.338969771212
3,1.8372278646203384e-07,0.39963748871666643,-0.00011058892621077509,-0.21606249436947456,1803.339154613932
4,-5.1311945242087776e-08,0.44973759654999973,-5.4889555006112475e-05,-0.1978742335808094,2403.339339456652
5,4.8981362098114424e-08,0.4995641523166671,5.8880514449896086e-05,-0.1917439464703967,3003.339524299372
6,-5.7685451967031256e-08,0.5496826544166666,2.732681148062686e-05,-0.15328781241239928,3603.339709142092
7,-9.753550633550601e-08,0.5996873288999998,5.0033686715142663e-05,-0.08582859177447931,4203.339895396857
8,-3.253345424298826e-07,0.6495978343572619,-0.00011440741662544793,-0.014305958315635402,4803.340088132536
9,-3.764772659538664e-08,0.6993835317666669,6.463508299312632e-05,0.1474890916827159,5403.340280868229
10,-7.491059213197994e-08,0.7493934562166669,6.890310227838586e-05,0.37357021557491454,6003.340473603908
11,-7.685832669612692e-08,0.7996165137000003,-7.82815514594416e-05,0.5080079592705483,6603.340666339587
12,1.927206727060404e-07,0.7494363986000003,6.52395594256793e-05,0.396228508032022,7203.340859075266
13,-4.660216125422697e-08,0.6995362239833334,9.905285501193918e-05,0.2269600463418688,7803.341051810945
14,9.789198772775097e-08,0.649596982766667,4.795281057075196e-05,0.05347739356744949,8403.341244546638
15,-9.654544169869915e-08,0.5996853120333341,-1.91285620677658e-05,-0.07956713966981785,9003.341437282332
16,2.8954888833530036e-07,0.5497008809999999,5.5859708459124294e-05,-0.14329547994388178,9603.34163001801
17,-1.791715236410721e-07,0.49951810868333296,-1.4298578896978273e-05,-0.1651586965113665,10203.34182275369
18,1.1290719603745355e-07,0.4497353523333327,7.885520187035708e-05,-0.19526828421236334,10803.36341548912
19,-2.3554742677305502e-07,0.3996512938833334,-2.0259221162947033e-05,-0.2050441084419379,11403.34220822505
20,1.1902811796331269e-07,0.3494529809499998,4.702396711266543e-06,-0.21285412185618421,12003.34240096074
21,-5.277837965498845e-08,0.2996385106333335,-4.8882766580399165e-05,-0.21309347121223365,12603.34259369642
22,3.009887531838514e-07,0.5867458334557591,-0.00013900879012719984,-0.10503310359102601,13204.34278641999
